card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
Standard Chartered Rewards credit card,Standard Chartered,Standard Chartered,,[],0,,,NA,"[{""child"": ""Earn 4 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 1 Reward Points per ₹150 spent"", ""name"": ""Government""}, {""child"": ""Earn 1 Reward Points per ₹150 spent"", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 20000, ""cycleType"": ""CALENDAR"", ""benefits"": ""Earn 4x bonus RPs on all their retail spends."", ""milestoneType"": ""MONTH""}, {""milestoneNumber"": 2, ""spent"": 300000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/scb-rewards
Standard Chartered EasyMyTrip credit card,Standard Chartered,Standard Chartered,,[],350,,,0.5% to 1.5%,"[{""child"": ""Earn 2 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 50000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/scb-easymytrip
Standard Chartered Smart credit card,Standard Chartered,Standard Chartered,,[],499,,,0.5% to 1.5%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Insurance""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Online""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Education""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Government""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Rent""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Offline""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 120000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/scb-smart
Standard Chartered Ultimate credit card,Standard Chartered,Standard Chartered,,[],5000,,,NA,"[{""child"": ""Earn 5 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Duty Free""}, {""child"": ""Earn 3 Reward Points per ₹150 spent"", ""name"": ""Education""}, {""child"": ""Earn 3 Reward Points per ₹150 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 3 Reward Points per ₹150 spent"", ""name"": ""Insurance""}, {""child"": ""Earn 3 Reward Points per ₹150 spent"", ""name"": ""Government""}, {""child"": ""Earn 3 Reward Points per ₹150 spent"", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""6000 RPs"", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 5000, ""cycleType"": ""STATEMENT"", ""benefits"": ""5000 RPs"", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""4 per quarter""], ""eligibility"": [""spend ₹20,000 or more in the previous billing cycle""]}, {""maintitle"": ""International lounge"", ""limit"": [""1 per month""], ""eligibility"": [""Complimentary Lounge Access using Priority Pass.""]}, {""maintitle"": ""Add on card domestic lounge"", ""limit"": [""4 per quarter""], ""eligibility"": [""""]}, {""maintitle"": ""Add on card international lounge"", ""limit"": [""1 per month""], ""eligibility"": [""""]}]",,,,"[{""mainTitle"": ""Golf"", ""child"": ""Complimentary Golf Rounds""}, {""mainTitle"": ""Insurance"", ""child"": ""Air Accident Cover""}, {""mainTitle"": ""Priority Pass"", ""child"": ""Priority Pass membership""}]","[""Complimentary Golf Rounds"", ""Air Accident Cover"", ""Priority Pass membership""]",,,,savesage.club,https://savesage.club/credit-card/scb-ultimate
Standard Chartered Platinum Rewards credit card,Standard Chartered,Standard Chartered,,[],250,,,0.5% to 1.5%,"[{""child"": ""Earn 1 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹150 spent"", ""name"": ""Online""}, {""child"": ""Earn 5 Reward Points per ₹150 spent"", ""name"": ""Dining""}, {""child"": ""Earn 5 Reward Points per ₹150 spent"", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 500, ""cycleType"": ""STATEMENT"", ""benefits"": ""The joining fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/scb-platinum-rewards
Standard Chartered Super Value Titanium credit card,Standard Chartered,Standard Chartered,,[],750,,,0.5% to 1.5%,"[{""child"": ""Earn 1 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Fuel""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Bills & Utilities""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 90000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,"[{""mainTitle"": ""Priority Pass"", ""child"": ""Priority Pass membership""}]","[""Priority Pass membership""]",,,,savesage.club,https://savesage.club/credit-card/scb-super-value-titanium
Standard Chartered Manhattan credit card,Standard Chartered,Standard Chartered,,[],999,,,NA,"[{""child"": ""Earn 3 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹150 spent"", ""name"": ""Departmental Stores""}, {""child"": ""Earn 5 Reward Points per ₹150 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 5 Reward Points per ₹150 spent"", ""name"": ""Supermarkets""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""5000 RPs"", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 120000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/scb-manhattan
Standard Chartered Priority credit card,Standard Chartered,Standard Chartered,,[],0,,,0.5% to 1.5%,"[{""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""International""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Retail Fashion""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],"[{""maintitle"": ""Domestic lounge"", ""limit"": [""4 per quarter""], ""eligibility"": [""spend ₹75,000 in the previous calendar quarter""]}, {""maintitle"": ""International lounge"", ""limit"": [""24 per year""], ""eligibility"": [""24 complimentary international airport lounge visits per year capped at 2 per month.""]}]",,,,"[{""mainTitle"": ""Golf"", ""child"": ""Complimentary Golf Rounds""}, {""mainTitle"": ""Insurance"", ""child"": ""Air Accident Cover""}, {""mainTitle"": ""Priority Pass"", ""child"": ""Priority Pass membership""}]","[""Complimentary Golf Rounds"", ""Air Accident Cover"", ""Priority Pass membership""]",,,,savesage.club,https://savesage.club/credit-card/scb-priority
Standard Chartered Digismart credit card,Standard Chartered,Standard Chartered,,[],588,,,0.5% to 1.5%,"[{""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Retail""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""International""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 5000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,"[{""mainTitle"": ""Blinkit"", ""child"": ""10% Discount""}, {""mainTitle"": ""BookMyShow"", ""child"": ""Buy One Get One Free""}, {""mainTitle"": ""Yatra"", ""child"": ""20% Discount""}, {""mainTitle"": ""Zomato"", ""child"": ""Upto 10% off on Food Orders through Zomato""}]","[""10% Discount"", ""Buy One Get One Free"", ""20% Discount"", ""Upto 10% off on Food Orders through Zomato""]",,,,savesage.club,https://savesage.club/credit-card/scb-digismart
Federal Signet credit card,Federal Bank,Federal,,"[""Cashback""]",0,,,0.5% to 1.5%,"[{""child"": ""Earn 1 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Apparel""}, {""child"": ""Earn 3 Reward Points per ₹200 spent"", ""name"": ""Electronics""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Entertainment""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 3000, ""cycleType"": ""CALENDAR"", ""benefits"": ""Get Amazon Pay e-Voucher worth ₹200"", ""milestoneType"": ""DAYS""}, {""milestoneNumber"": 2, ""spent"": 10000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The joining fee will be waived."", ""milestoneType"": ""QUARTER""}, {""milestoneNumber"": 3, ""spent"": 20000, ""cycleType"": ""CALENDAR"", ""benefits"": ""Get complimentary Swiggy vouchers"", ""milestoneType"": ""QUARTER""}, {""milestoneNumber"": 4, ""spent"": 75000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""1 per quarter""], ""eligibility"": [""spend ₹20,000 in the previous calendar quarter""]}]",,,,"[{""mainTitle"": ""Dining"", ""child"": ""FedDelights Program""}, {""mainTitle"": ""Insurance"", ""child"": ""Personal Accident""}]","[""FedDelights Program"", ""Personal Accident""]",,,,savesage.club,https://savesage.club/credit-card/federal-signet
Federal Imperio credit card,Federal Bank,Federal,,"[""Cashback"", ""Experience""]",0,,,2% to 5%,"[{""child"": ""Earn 1 Reward Points per ₹150 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 3 Reward Points per ₹150 spent"", ""name"": ""Healthcare""}, {""child"": ""Earn 3 Reward Points per ₹150 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 2 Reward Points per ₹150 spent"", ""name"": ""Utilities""}, {""child"": ""Earn 1 Reward Points per ₹150 spent"", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 5000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Get Amazon Pay e-Voucher worth ₹400"", ""milestoneType"": ""DAYS""}, {""milestoneNumber"": 2, ""spent"": 20000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The joining fee will be waived."", ""milestoneType"": ""QUARTER""}, {""milestoneNumber"": 3, ""spent"": 50000, ""cycleType"": ""CALENDAR"", ""benefits"": ""Get complimentary Big Basket gift vouchers"", ""milestoneType"": ""QUARTER""}, {""milestoneNumber"": 4, ""spent"": 150000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""subject to the ₹75,000 spend in the previous calendar quarter""]}]",,,,"[{""mainTitle"": ""Dining"", ""child"": ""FedDelights Program""}, {""mainTitle"": ""INOX"", ""child"": ""Buy One Get One Free""}]","[""FedDelights Program"", ""Buy One Get One Free""]",,,,savesage.club,https://savesage.club/credit-card/federal-imperio
Federal Celesta credit card,Federal Bank,Federal,,"[""Cashback""]",3000,,,1% to 2%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""International""}, {""child"": ""Earn 3 Reward Points per ₹100 spent"", ""name"": ""Travel""}, {""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Dining""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 30000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The joining fee will be waived."", ""milestoneType"": ""QUARTER""}, {""milestoneNumber"": 2, ""spent"": 300000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""4 per quarter""], ""eligibility"": [""spend ₹60,000 or more in the previous calendar quarter""]}, {""maintitle"": ""International lounge"", ""limit"": [""2 per quarter""], ""eligibility"": [""No explicit spend criteria""]}]",,,,"[{""mainTitle"": ""Dining"", ""child"": ""FedDelights Program""}, {""mainTitle"": ""INOX"", ""child"": ""Buy One Get One Free""}]","[""FedDelights Program"", ""Buy One Get One Free""]",,,,savesage.club,https://savesage.club/credit-card/federal-celesta
Yes Bank Unicard credit card,Yes Bank,Yes Bank,,[],0,,,NA,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Railways""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Transportation""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/yes-bank-unicard
Yes Bank Finbooster credit card,Yes Bank,Yes Bank,,"[""Airline Transfer"", ""Hotel Transfer"", ""Travel Booking""]",0,,,1% to 3%,"[{""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 10 Reward Points per ₹200 spent"", ""name"": ""Dining""}, {""child"": ""Earn 6 Reward Points per ₹200 spent"", ""name"": ""Grocery""}, {""child"": ""Earn 6 Reward Points per ₹200 spent"", ""name"": ""Apparel""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Fuel""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Railways""}, {""child"": ""Earn 2 Reward Points per ₹200 spent"", ""name"": ""Transportation""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,"[{""mainTitle"": ""Insurance"", ""child"": ""Lost Card Liability""}]","[""Lost Card Liability""]",,,,savesage.club,https://savesage.club/credit-card/yes-bank-finbooster
Federal One Card credit card,Federal Bank,Federal,,"[""Cashback""]",0,,,0.5% to 1%,"[{""child"": ""Earn 1 Reward Points per ₹50 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹50 spent"", ""name"": ""Top 2 of 3 Categories""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,[],[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/federal-one-card
Federal Scapia (Visa) credit card,Federal Bank,Federal,Visa,"[""Cashback""]",0,,,1% to 2%,"[{""child"": ""Earn 10 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 20 Reward Points per ₹100 spent"", ""name"": ""Travel Bookings on Scapia App""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Insurance""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Crypto & Financial Institutions""}, {""child"": "" No Reward Points on this category."", ""name"": ""Business Services""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Gift Cards""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}, {""child"": "" No Reward Points on this category."", ""name"": ""International""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 20000, ""cycleType"": ""STATEMENT"", ""benefits"": ""Up to 5,000 Scapia Coins (worth ₹1,000) for dining, shopping, or spa at select airports."", ""milestoneType"": ""MONTH""}, {""milestoneNumber"": 2, ""spent"": 50000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The spend requirement of ₹50,000 is fulfilled only through international flight bookings made via the Scapia app. Enjoy duty-free shopping or dining at international terminals in India and get up to 10,000 Scapia Coins (worth ₹2,000)."", ""milestoneType"": ""MONTH""}]","[{""maintitle"": ""Domestic lounge"", ""limit"": [""Unlimited""], ""eligibility"": [""Spend ₹10,000 for Visa and ₹15,000 for RuPay in a billing cycle.""]}]",,,,"[{""mainTitle"": ""Airport Privilege"", ""child"": ""International Airport Privileges""}, {""mainTitle"": ""Concierge"", ""child"": ""24x7 Concierge Services""}, {""mainTitle"": ""Dining"", ""child"": ""Dining at domestic airport""}, {""mainTitle"": ""Shopping"", ""child"": ""Shopping at domestic airport""}, {""mainTitle"": ""Spa"", ""child"": ""Spa at domestic airport""}]","[""International Airport Privileges"", ""24x7 Concierge Services"", ""Dining at domestic airport"", ""Shopping at domestic airport"", ""Spa at domestic airport""]",,,,savesage.club,https://savesage.club/credit-card/federal-scapia-visa
HDFC EasyEMI credit card,HDFC Bank,HDFC,,"[""Cashback"", ""Catalogue Products""]",500,,,1% to 5%,"[{""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 5 Reward Points per ₹100 spent"", ""name"": ""Select Merchants""}, {""child"": ""Earn 2.5 Reward Points per ₹100 spent"", ""name"": ""Online""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Rent""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Wallets""}, {""child"": ""Earn 1 Reward Points per ₹100 spent"", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""500 Cash Points."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 20000, ""cycleType"": ""CALENDAR"", ""benefits"": ""The joining fee will be waived."", ""milestoneType"": ""QUARTER""}, {""milestoneNumber"": 3, ""spent"": 50000, ""cycleType"": ""CALENDAR"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/hdfc-easyemi
SBI Etihad Guest Premier credit card,SBI Card,SBI,,"[""Airline Transfer"", ""Travel Booking""]",4999,,,3% to 6%,"[{""child"": ""Earn 2 Reward Points per ₹100 spent"", ""name"": ""Base Rewards""}, {""child"": ""Earn 6 Reward Points per ₹100 spent"", ""name"": ""Etihad Airways""}, {""child"": ""Earn 4 Reward Points per ₹100 spent"", ""name"": ""International""}, {""child"": "" No Reward Points on this category."", ""name"": ""Jewellery""}, {""child"": "" No Reward Points on this category."", ""name"": ""Rent""}, {""child"": "" No Reward Points on this category."", ""name"": ""Utilities""}, {""child"": "" No Reward Points on this category."", ""name"": ""Wallets""}, {""child"": "" No Reward Points on this category."", ""name"": ""Fuel""}, {""child"": "" No Reward Points on this category."", ""name"": ""Education (Third-party)""}, {""child"": "" No Reward Points on this category."", ""name"": ""UPI""}, {""child"": "" No Reward Points on this category."", ""name"": ""EMI""}, {""child"": "" No Reward Points on this category."", ""name"": ""Government""}]","[{""title"": "" Discover Reward Points Redemption Options"", ""subtitle"": ""To explore the full range of redemption options for this card, download the SaveSage Club app now."", ""barCodeImageUrl"": ""/"", ""appUrl"": ""https://savesage.co/ZH8bLjZqSPb""}]",,"[{""milestoneNumber"": 1, ""spent"": 0, ""cycleType"": ""STATEMENT"", ""benefits"": ""5000 Etihad guest miles will be credited within 30 days"", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 2, ""spent"": 150000, ""cycleType"": ""STATEMENT"", ""benefits"": ""1,500 Etihad Guest Miles."", ""milestoneType"": ""QUARTER""}, {""milestoneNumber"": 3, ""spent"": 500000, ""cycleType"": ""STATEMENT"", ""benefits"": ""The renewal fee will be waived."", ""milestoneType"": ""YEAR""}, {""milestoneNumber"": 4, ""spent"": 800000, ""cycleType"": ""STATEMENT"", ""benefits"": ""1 Companion Voucher."", ""milestoneType"": ""YEAR""}]",[],,,,[],[],,,,savesage.club,https://savesage.club/credit-card/sbi-etihad-guest-premier
